date,open,high,low,close
2011-03-17,12.351,12.3264,11.9477,12.1952
2011-03-18,12.3174,12.2427,11.896,11.8327
2011-03-21,12.1669,12.2535,12.3903,12.1707
2011-03-22,12.8332,12.6005,12.5416,12.7069
2011-03-23,12.4343,12.2659,12.347,12.2272
2011-03-24,12.2742,12.7433,12.5454,12.4181
2011-03-25,13.0256,12.6429,12.4342,12.96
2011-03-28,12.686,13.045,12.6731,12.6825
2011-03-29,12.4301,12.6895,12.7239,12.7446
2011-03-30,12.5597,13.0954,12.6464,12.6035
2011-03-31,12.8431,12.6239,12.7562,12.5711
2011-04-01,12.7678,12.6632,12.6922,12.309
2011-04-04,12.8929,12.3579,12.6249,12.2929
2011-04-05,12.1193,12.7151,12,12.1054
2011-04-06,12.4329,12.3818,12.3166,12.6446
2011-04-07,12.4684,12.2155,12.0453,12.2939
2011-04-08,12.2428,12.3395,11.9999,12.2199
2011-04-11,12.4383,12.2095,11.9732,12.1457
2011-04-12,12.087,12.491,11.9383,11.9153
2011-04-13,12.5535,12.349,11.9533,12.362
2011-04-14,12.0407,12,11.954,12.2777
2011-04-15,12.403,12.465,12.0412,11.89
2011-04-18,11.7409,12.0387,11.9882,12.0876
2011-04-19,12.3838,12.1016,11.9528,12.2441
2011-04-20,12.3005,12.4149,12.7901,12.3821
2011-04-21,12.7456,13.1155,12.7279,13.119
2011-04-22,13.2073,12.903,12.6687,13.0613
2011-04-25,12.7601,12.882,13.0528,12.96
2011-04-26,13.1393,13.0778,12.6193,12.628
2011-04-27,12.9696,12.7551,12.7689,13.1108
2011-04-28,12.4318,13.0661,12.62,12.9946
2011-04-29,12.4533,12.6885,12.78,13.0572
2011-05-02,12.757,12.5876,12.3888,12.8502
2011-05-03,12.7443,12.7469,12.7374,12.9592
2011-05-04,12.48,12.9025,12.6128,12.7289
2011-05-05,12.57,12.8638,12.4767,12.6123
2011-05-06,12.8607,12.8,12.8405,12.7615
2011-05-09,12.7641,12.7454,12.582,12.4635
2011-05-10,12.4906,12.7633,12.486,12.7442
2011-05-11,12.5956,12.9,12.88,12.8028
2011-05-12,12.801,12.6601,12.2452,12.9455
2011-05-13,12.898,12.6221,12.5558,12.3872
2011-05-16,12.3365,12.5341,12.0896,12.4612
2011-05-17,12.1401,12.327,11.8401,12.113
2011-05-18,12.6166,12.5122,12,12.6976
2011-05-19,12.2846,12.4205,12.3899,12.3566
2011-05-20,12.6626,12.5084,12.111,12.4274
2011-05-23,12.3222,12.4046,12.229,12.0044
2011-05-24,12.4116,12.168,11.8628,12.1546
2011-05-25,12.1592,12.5613,12.4234,12.0308
2011-05-26,12.54,12.5444,12.5299,12.2241
2011-05-27,11.9947,12.2144,11.9877,12.5889
2011-05-31,12.7054,12.7948,12.4507,12.8276
2011-06-01,12.8681,12.9244,12.3213,12.693
2011-06-02,12.7209,12.5245,12.6915,12.8938
2011-06-03,12.4866,12.7841,12.5946,12.7793
2011-06-06,12.9151,12.4513,12.3614,12.5083
2011-06-07,12.1488,12.1961,12.2986,12.118
2011-06-08,11.8597,12.1007,12.2319,12.3587
2011-06-09,12.4315,12.2616,11.9455,12.0588
2011-06-10,11.8118,12.003,12.1097,12.1075
2011-06-13,11.7801,12.2346,11.9455,11.7488
2011-06-14,11.9487,11.9147,12.2746,11.8821
2011-06-15,12.0664,12.3706,12.0409,12.2217
2011-06-16,12.142,12.2009,11.54,11.7845
2011-06-17,12.3096,12.2931,11.7313,11.7821
2011-06-20,11.8303,11.48,11.3295,11.5555
2011-06-21,11.7303,11.9098,11.5412,11.798
2011-06-22,11.7794,11.9859,11.8088,11.6423
2011-06-23,11.7787,12.4214,11.722,12.3898
2011-06-24,12.0213,12.3893,11.7164,11.7208
2011-06-27,12.2453,12.205,11.7844,12.0626
2011-06-28,12.0692,12.479,12.3224,12.0388
2011-06-29,12.1982,12.5007,12.2961,12
2011-06-30,11.9693,12.3983,12.2889,12.3596
2011-07-01,12.4567,12.5884,12.0936,12.5003
2011-07-05,12.6848,12.5562,12.6803,12.6617
2011-07-06,13.0565,12.8082,12.5258,12.6035
2011-07-07,12.764,12.8377,12.7917,13.0169
2011-07-08,13.0175,12.9121,12.5857,13.0504
2011-07-11,12.8172,12.9859,12.675,12.8517
2011-07-12,12.764,12.8747,13.0178,12.9778
2011-07-13,13.2023,12.9752,13.3496,13.3652
2011-07-14,12.9684,13.3848,12.8601,12.953
2011-07-15,13.257,13.11,12.861,13.0627
2011-07-18,13.3801,13.5879,13.4206,13.41
2011-07-19,13.7962,13.549,13.3571,13.8383
2011-07-20,14.3819,14.2302,14.3408,14.1861
2011-07-21,14.0715,14.5824,14.1407,14.036
2011-07-22,14.4257,14.1547,14.4893,14.7467
2011-07-25,13.985,14.4184,14.237,14.3352
2011-07-26,14.7694,15.0779,14.6929,15.0969
2011-07-27,14.6155,14.76,14.0593,14.3914
2011-07-28,14.5403,14.2907,14.459,14.6044
2011-07-29,14.27,14.3502,13.7283,14.1207
2011-08-01,14.4463,14.486,14.5633,14.5065
2011-08-02,14.2892,14.3685,14.4106,14.0014
2011-08-03,14.3849,14.1701,13.9249,14.2401
2011-08-04,13.9533,14.2052,13.8697,13.614
2011-08-05,14.0862,14.2084,13.2602,13.7894
2011-08-08,13.5367,13.679,13.1611,12.8827
2011-08-09,13.0247,13.8667,13.0186,13.9885
2011-08-10,13.6826,13.6918,13.2614,13.6031
2011-08-11,13.6745,13.9365,13.5381,13.6515
2011-08-12,13.9214,13.79,13.7662,13.6755
2011-08-15,13.9936,14.3422,14.0309,14.3201
2011-08-16,14.08,13.7927,13.6338,13.9876
2011-08-17,13.9511,14.1959,13.5,14.0969
2011-08-18,13.4712,13.9263,13.3998,13.3508
2011-08-19,13.4468,13.1952,12.7805,13.1495
2011-08-22,13.4633,13.5685,12.9959,12.85
2011-08-23,13.465,13.7307,13,13.7275
2011-08-24,13.3439,13.7067,13.3557,13.822
2011-08-25,13.5275,13.467,13.6147,13.7448
2011-08-26,13.9021,14.1995,13.5044,13.9324
2011-08-29,14.2255,14.1577,14.1588,14.4615
2011-08-30,14.321,14.1406,14.2714,14.4459
2011-08-31,14.5399,14.2785,13.8938,13.9492
2011-09-01,13.892,14.394,13.714,14.0724
2011-09-02,13.4701,13.7,13.3209,13.6788
2011-09-06,13.24,13.9624,13.4251,13.7477
2011-09-07,14.3233,14.292,13.8884,13.9659
2011-09-08,14.3278,14.16,13.7125,13.7257
2011-09-09,13.9588,13.9719,13.6668,13.9055
2011-09-12,13.67,13.745,13.5693,13.6425
2011-09-13,13.7892,14.4584,14.1831,13.838
2011-09-14,14.2515,14.3351,14.4096,14.041
2011-09-15,14.3667,14.4286,14.568,14.1213
2011-09-16,14.2865,14.5228,14.6457,14.9501
2011-09-19,14.612,15.205,14.3104,15.2571
2011-09-20,15.4346,15.4762,14.7163,15.1889
2011-09-21,15.5494,15.4348,15.0932,14.7824
2011-09-22,14.5889,15.3309,14.8276,14.8589
2011-09-23,14.6986,14.5635,14.9903,14.5707
2011-09-26,14.4615,14.6904,14.634,15.0805
2011-09-27,15.2958,14.9833,14.6813,14.9653
2011-09-28,14.4555,15.1261,14.3758,14.3323
2011-09-29,14.4031,14.9612,14.1881,14.1795
2011-09-30,14.3423,14.3564,13.9973,14.0256
2011-10-03,13.8432,13.7916,13.376,13.6426
2011-10-04,13.5241,13.6659,13.0887,13.8307
2011-10-05,13.5412,14.202,13.367,13.6591
2011-10-06,13.6517,14.1669,13.8367,14.0636
2011-10-07,13.9583,13.8466,13.2626,13.7538
2011-10-10,13.7478,14.0368,14.0859,14.0765
2011-10-11,14.2323,14.4113,14.6083,14.9249
2011-10-12,14.9307,14.9938,14.3243,14.8762
2011-10-13,14.6562,14.6969,14.6951,14.8841
2011-10-14,15.5901,15.2409,15.2296,15.1039
2011-10-17,15.6428,15.6982,14.997,15.3773
2011-10-18,15.3996,15.7755,15.3192,15.19
2011-10-19,14.6958,15.249,14.6109,14.6645
2011-10-20,14.4344,14.502,14.587,14.4999
2011-10-21,14.5553,14.289,14.2393,14.6414
2011-10-24,14.4325,15.0868,14.6159,14.6416
2011-10-25,14.6893,15.2355,14.5637,14.4809
2011-10-26,15.0744,14.8702,14.6987,14.4199
2011-10-27,14.9634,15.0397,14.8146,14.6539
2011-10-28,15.0035,14.8948,14.5022,14.6851
2011-10-31,15.0133,15.079,14.7062,14.5194
2011-11-01,14.4248,14.8368,14.4498,14.4637
2011-11-02,14.5234,14.4511,14.1852,14.3119
2011-11-03,14.5076,14.7729,14.41,14.7665
2011-11-04,14.4303,15.0584,14.619,14.7194
2011-11-07,14.7538,14.8774,14.2234,14.6794
2011-11-08,14.8873,15.1453,14.4251,14.8394
2011-11-09,14.3976,14.8848,14.6583,14.6091
2011-11-10,14.3589,14.5614,14.2369,14.4355
2011-11-11,13.8358,14.537,13.7306,14.1691
2011-11-14,13.8992,14.4031,13.9181,13.637
2011-11-15,14.3,14.3355,13.7404,14.236
2011-11-16,14.1084,14.0642,13.7898,13.9762
2011-11-17,13.8348,14.194,13.472,14.1019
2011-11-18,13.5493,14.087,13.8336,13.5827
2011-11-21,13.6008,13.7128,13.4501,13.6337
2011-11-22,13.6283,13.8162,13.7121,13.6408
2011-11-23,13.6114,13.5695,13.3677,13.4439
2011-11-25,13.71,13.7016,13.0968,13.0253
2011-11-28,13.5551,13.6398,13.674,13.8671
2011-11-29,14.075,13.8693,13.524,13.7298
2011-11-30,14.2185,14.2972,13.7915,13.77
2011-12-01,14.2908,14.4927,13.8961,14.1468
2011-12-02,14.2863,14.6533,14.3852,14.2448
2011-12-05,14.3475,14.8494,14.6221,14.6051
2011-12-06,14.6878,14.2528,14.0483,14.1121
2011-12-07,14.1046,14.5163,14.3172,14.009
2011-12-08,14.2779,14.283,14.5513,14.2747
2011-12-09,14.634,14.3262,14.0954,14.1247
2011-12-12,14.5833,14.5439,14.3759,14.5718
2011-12-13,14.0997,14.417,14.229,14.464
2011-12-14,14.0893,14.047,13.5882,13.7509
2011-12-15,14.1213,13.878,13.9344,13.6126
2011-12-16,14.1414,13.8436,13.6154,14.0528
2011-12-19,13.8963,14.2812,13.9503,13.9352
2011-12-20,13.9563,14.4504,14.1743,14.6093
2011-12-21,14.515,14.374,14.056,14.8426
2011-12-22,14.1881,14.8474,14.2101,14.7926
2011-12-23,14.2981,14.498,14.8664,15.0412
2011-12-27,14.9675,15.0187,14.6931,15.0366
2011-12-28,14.5391,15.1821,14.9988,14.56
2011-12-29,14.7611,15.0252,14.4998,14.74
2011-12-30,14.7163,15.16,14.9577,15.0206
2012-01-03,14.897,15.1771,15.2449,14.9673
2012-01-04,14.94,15.5,14.7204,15.3981
2012-01-05,15.2669,15.3387,15.3294,15.6171
2012-01-06,15.2846,15.158,15.2098,15.1406
2012-01-09,15.2635,15.2861,15.1009,15.4994
2012-01-10,15.4204,15.2236,15.1819,15.2881
2012-01-11,15.1203,15.4856,15.2014,15.1779
2012-01-12,15.5211,15.4578,15.0293,15.1771
2012-01-13,15.3613,15.7584,15.3073,15.0497
2012-01-17,15.82,15.8596,15.8084,15.6695
2012-01-18,15.9709,15.4064,15.918,15.4865
2012-01-19,15.4699,15.481,15.4947,15.3559
2012-01-20,15.9052,15.4138,15.4757,15.3313
2012-01-23,15.2244,15.3908,15.1059,15.2981
2012-01-24,15.7302,15.3968,14.9901,15.7085
2012-01-25,16.7736,17.0163,16.457,16.2699
2012-01-26,16.2662,16.0283,16.151,16.312
2012-01-27,16.4018,16.3533,16.1222,16.7421
2012-01-30,15.9455,16.8321,16.5708,16.7748
2012-01-31,17.07,16.6221,16.235,16.5552
2012-02-01,16.9052,16.9723,16.8158,16.5845
2012-02-02,16.2883,16.4487,16.4206,16.7803
2012-02-03,16.7194,16.7008,16.9,16.8005
2012-02-06,16.4071,17.3466,16.7634,16.6491
2012-02-07,16.7728,17.0236,17.2616,17.3696
2012-02-08,16.9143,17.7061,17.58,17.0673
2012-02-09,17.7825,18.0958,17.2544,17.6879
2012-02-10,18.1865,18.6237,17.8325,18.4483
2012-02-13,18.1813,18.4009,18.4364,18.27
2012-02-14,18.369,18.6195,18.7121,19.025
2012-02-15,18.7552,19.7136,18.0497,18.3166
2012-02-16,18.0769,18.7213,17.5764,18.3172
2012-02-17,18.745,18.9167,17.9388,18.0216
2012-02-21,18.2941,18.8789,18.2126,18.9087
2012-02-22,18.4722,18.9924,18.866,18.3289
2012-02-23,18.8041,19.261,18.6433,18.6461
2012-02-24,19.0112,18.681,18.9316,19.3623
2012-02-27,19.309,19.571,19.2939,18.8502
2012-02-28,19.2918,19.5223,19.3775,20.0548
2012-02-29,19.3968,19.7323,19.9633,20.19
2012-03-01,20.3836,19.8248,19.5468,19.9856
2012-03-02,19.941,19.7451,19.6269,20.3484
2012-03-05,19.9816,19.885,19.6991,19.4399
2012-03-06,19.36,19.4662,18.8992,19.1883
2012-03-07,19.74,19.5919,19.1866,19.173
2012-03-08,19.8733,20.1827,19.6777,19.4725
2012-03-09,19.7274,20.0053,19.7013,19.8364
2012-03-12,19.8283,20.122,19.845,20.2451
2012-03-13,19.9204,20.9679,20.5879,20.5252
2012-03-14,20.9172,22.28,21.26,21.1416
2012-03-15,21.6629,22.2464,20.9003,21.8743
2012-03-16,21.4346,21.4434,21.2146,21.1451
2012-03-19,22.0609,22.2769,21.4522,22.456
2012-03-20,21.7341,21.722,21.0622,21.7886
2012-03-21,22.3382,22.0273,21.8616,22.2042
2012-03-22,22.0302,22.3853,21.6117,21.609
2012-03-23,21.5436,21.671,21.4638,22.2315
2012-03-26,22.3653,22.2172,21.575,22.492
2012-03-27,21.9197,22.58,21.67,22.5856
2012-03-28,22.2347,22.2753,21.9538,22.8223
2012-03-29,22.448,22.6,22.072,22.0582
2012-03-30,22.0776,22.8883,22.395,22.226
2012-04-02,21.7041,22.1051,21.9359,22.5046
2012-04-03,23.3158,23.6749,23.1852,22.5634
2012-04-04,22.5899,23.3622,22.0763,22.7542
2012-04-05,22.9737,22.8424,22.5518,23.3019
2012-04-09,23.4355,23.5482,23.305,23.1423
2012-04-10,23.4015,24,23.3676,22.7895
2012-04-11,23.066,22.8768,22.5394,23.0135
2012-04-12,23.1457,23.0994,22.5442,22.2435
2012-04-13,23.1728,22.3939,21.7494,21.9545
2012-04-16,22.8578,22.3845,21.2244,20.8528
2012-04-17,21.2208,22.222,20.9877,22.557
2012-04-18,22.4269,22.364,22.4671,22.2603
2012-04-19,22.4264,22.5727,21.7539,21.31
2012-04-20,21.3071,21.8901,20.6662,20.8288
2012-04-23,20.9694,21.2551,19.9079,21.3951
2012-04-24,20.8597,20.744,19.9711,20.75
2012-04-25,22.8533,22.2757,21.7256,22.3106
2012-04-26,22.986,21.9564,22.1807,21.9539
2012-04-27,21.8272,21.7595,22.0985,22.5054
2012-04-30,21.818,21.5321,21.4989,21.5393
2012-05-01,21.1312,21.698,21.7355,20.9862
2012-05-02,21.7009,21.8878,21.5479,21.9241
2012-05-03,22.1382,21.5551,20.971,21.6934
2012-05-04,20.7385,21.6305,20.9217,21.0497
2012-05-07,20.1409,21.4764,20.0987,21.2979
2012-05-08,20.363,21.1611,20.5197,20.6482
2012-05-09,20.1346,21.216,20.3219,20.5695
2012-05-10,20.9735,21.2286,20.3548,20.9177
2012-05-11,20.931,21.2379,20.3788,20.6014
2012-05-14,20.9479,21.0164,19.9498,20.7941
2012-05-15,20.3966,20.781,20.3803,19.8335
2012-05-16,20.6697,20.3799,19.7465,19.6416
2012-05-17,19.6305,20.0823,19.2315,18.9449
2012-05-18,19.1039,20.1182,18.652,19.7716
2012-05-21,19.4172,20.487,19.2355,20.0884
2012-05-22,20.9976,20.8101,19.861,20.2153
2012-05-23,20.2567,21.2069,19.9049,21.3865
2012-05-24,20.7534,21.1782,20.9484,21.06
2012-05-25,20.7832,20.9813,20.007,20.2575
2012-05-29,20.5693,20.7,20.4736,20.6521
2012-05-30,20.5366,21.5315,20.7203,21.6479
2012-05-31,21.58,20.9798,20.909,20.9273
2012-06-01,21.1344,21.0469,20.6469,20.2367
2012-06-04,20.7413,20.8601,20.151,20.5632
2012-06-05,20.899,20.955,20.3137,20.7423
2012-06-06,21.1591,20.6304,20.8976,21.1049
2012-06-07,20.8716,21.4718,20.824,21.3593
2012-06-08,20.9687,21.2676,20.5522,21.6619
2012-06-11,21.6076,21.491,21.0359,21.0047
2012-06-12,21.5108,20.6849,21.0028,21.3452
2012-06-13,21.3242,20.94,20.8857,20.8582
2012-06-14,21.269,20.8388,21.1728,20.6084
2012-06-15,21.1509,21.2829,20.8546,21.0732
2012-06-18,20.4785,21.8751,21.1673,21.4167
2012-06-19,20.8545,21.1728,21.754,21.2906
2012-06-20,21.3242,21.5872,21.5633,21.8561
2012-06-21,21.0021,21.0117,20.7837,21.0676
2012-06-22,21.0205,20.8324,20.7165,21.6145
2012-06-25,21.4599,21.2165,20.8322,21.1733
2012-06-26,20.7436,21.261,20.7503,20.8566
2012-06-27,20.5792,21.2511,21.3122,21.103
2012-06-28,20.6442,20.8,21.0649,20.7314
2012-06-29,21.1405,21.7194,20.7039,21.1543
2012-07-02,21.1308,22.0248,20.9081,21.7321
2012-07-03,21.76,22.0037,21.6764,21.4394
2012-07-05,22.0019,22.744,21.8397,22.8556
2012-07-06,22.3953,22.61,22.007,22.4687
2012-07-09,22.66,22.218,22.09,22.3605
2012-07-10,22.2293,22.7601,22.3436,21.8848
2012-07-11,21.8617,22.2706,21.8612,21.9098
2012-07-12,22.2935,22.2458,21.7595,21.6936
2012-07-13,22.1882,22.1431,21.4354,21.6259
2012-07-16,22.5451,21.9515,21.6706,22.2089
2012-07-17,22.0049,22.375,21.6867,22.1098
2012-07-18,21.94,22.5647,22.4581,22.3338
2012-07-19,22.8317,23.0335,22.2938,22.43
2012-07-20,22.7452,22.8841,22.1928,22.1223
2012-07-23,21.44,22.5746,21.7172,22.2672
2012-07-24,22.018,22.7407,22.3478,21.9662
2012-07-25,20.8762,21.1063,21.1732,20.6965
2012-07-26,21.7205,21.0617,20.72,21.0219
2012-07-27,21.0465,21.2678,21.1467,20.9404
2012-07-30,21.3528,21.5492,21.6737,21.6973
2012-07-31,22.5437,22.1821,22.5365,22.375
2012-08-01,22.5705,22.1996,22.4357,22.4004
2012-08-02,21.7431,22.4321,22.3084,21.8278
2012-08-03,22.0774,22.6333,22.1607,22.1983
2012-08-06,23.0369,22.7651,22.6961,23.3218
2012-08-07,22.714,22.4091,22.8696,22.6205
2012-08-08,22.5176,22.9419,22.549,23.0124
2012-08-09,22.757,23.1247,22.5568,23.0407
2012-08-10,22.3954,22.6592,22.7812,22.7979
2012-08-13,22.31,22.8,23.1,23.4
2012-08-14,23.2785,23.9286,23.4974,23.2722
2012-08-15,23.2859,23.0332,23.2592,22.6537
2012-08-16,23.4638,22.7656,23.019,23.6322
2012-08-17,23.4774,24.0601,23.1638,23.1988
2012-08-20,23.89,24.3497,23.4477,24.6227
2012-08-21,25.0466,24.7734,23.2865,23.7733
2012-08-22,24.1634,24.3074,23.7019,24.7147
2012-08-23,23.9838,24.376,23.9442,24.0389
2012-08-24,23.8024,25.01,24.2806,24.6906
2012-08-27,25.1257,24.7213,24.181,25.2027
2012-08-28,24.1,24.8547,24.1383,24.4
2012-08-29,25.2046,24.3695,25.2208,24.1369
2012-08-30,24.3398,24.5535,24.7687,24.7711
2012-08-31,24.752,24.4907,23.6081,24.2294
2012-09-04,24.0366,24.1576,24.2007,24.1585
2012-09-05,25.0024,25.1996,24.8247,25.0271
2012-09-06,24.1365,24.7239,24.745,25.1072
2012-09-07,25.2731,25.2394,24.9704,25.3146
2012-09-10,24.6021,24.9875,24.2541,24.7202
2012-09-11,23.9446,24.5461,24.0228,24.4431
2012-09-12,24.7337,24.518,24.1771,24.7695
2012-09-13,24.4894,25.2405,25.0249,24.5678
2012-09-14,24.8473,25.5935,25.7876,24.935
2012-09-17,25.3221,25.9152,25.3618,25.8084
2012-09-18,25.5045,25.442,24.8806,25.6562
2012-09-19,25.4548,25.6638,25.9984,25.124
2012-09-20,25.4472,25.8512,25.1071,25.7222
2012-09-21,25.8393,25.4269,25.0149,25.3025
2012-09-24,24.818,25.9373,25.0695,25.4502
2012-09-25,24.7814,25.3859,24.5869,24.278
2012-09-26,24.2758,24.677,24.7293,23.9667
2012-09-27,23.7637,25.1917,24.1308,25.1691
2012-09-28,25.0093,24.6977,24.5398,23.8635
2012-10-01,25.0456,25.1051,23.8944,24.1971
2012-10-02,23.8602,24.6055,23.2942,24.5756
2012-10-03,23.898,24.669,24.2335,24.7319
2012-10-04,24.7061,25.1206,23.8602,24.0039
2012-10-05,24.69,24.0623,23.88,23.5326
2012-10-08,24.185,23.8425,22.9211,23.408
2012-10-09,23.905,23.7566,22.495,22.8166
2012-10-10,23.6221,23.549,23.03,23.6446
2012-10-11,23.1582,24.0195,22.6473,23.0402
2012-10-12,22.6803,22.7227,22.4857,22.8257
2012-10-15,23.4452,23.6434,22.7921,22.91
2012-10-16,23.3317,24.329,23.53,23.7251
2012-10-17,23.7656,24.2478,24,23.9178
2012-10-18,23.3927,23.9132,23.3,23.4177
2012-10-19,23.6241,23.0761,21.7802,21.92
2012-10-22,22.3392,23.8076,22.309,23.1436
2012-10-23,23.0082,22.9643,22.3626,22.0756
2012-10-24,22.6448,22.8462,22.6253,22.5217
2012-10-25,23.0252,22.7521,22.5903,21.9304
2012-10-26,22.566,22.5998,21.2424,21.6267
2012-10-30,22.6853,22.7887,21.7363,22.0874
2012-10-31,22.0344,21.5188,21.6428,22.2121
2012-11-01,21.4713,21.5887,21.5815,21.398
2012-11-02,21.829,21.9967,21.1766,20.8
2012-11-05,21.2518,21.678,21.5707,21.1766
2012-11-06,21.8412,21.538,20.7514,21.6612
2012-11-07,21.4965,20.6127,20.7023,20.8201
2012-11-08,20.6255,20.7888,19.9286,19.5045
2012-11-09,19.8676,20.1883,19.2445,19.8324
2012-11-12,19.8757,20.2098,19.3251,19.6113
2012-11-13,19.7008,20.36,19.7966,19.473
2012-11-14,20.2123,20.2908,19.9626,19.8242
2012-11-15,19.6529,19.7127,19.071,19.4937
2012-11-16,19.098,19.4793,18.8053,19.7116
2012-11-19,19.5071,20.3403,19.2836,20.8352
2012-11-20,21.3426,20.7327,20.6317,20.54
2012-11-21,20.8058,21.0107,20.329,21.0263
2012-11-23,20.9236,21.0462,20.3575,21.3667
2012-11-26,21.0882,21.9946,21.4737,21.8178
2012-11-27,21.6216,21.5295,21.0634,21.857
2012-11-28,21.3974,21.2059,20.866,21.7757
2012-11-29,21.7759,21.5319,21.7565,21.3608
2012-11-30,21.65,22.025,21.81,21.0833
2012-12-03,21.3606,22.2421,21.652,21.1526
2012-12-04,21.4899,21.5296,20.5509,20.5871
2012-12-05,20.4476,20.9338,19.2885,19.8103
2012-12-06,19.2071,20.3481,18.7147,20.4017
2012-12-07,19.8054,20.0384,19.1429,19.6672
2012-12-10,18.78,20.1478,19.4353,19.4828
2012-12-11,19.336,20.4898,20.1127,20.144
2012-12-12,19.7113,20.2718,20.0543,19.54
2012-12-13,19.4446,19.5171,19.1851,19.3509
2012-12-14,18.8662,18.8376,18.6981,18.5489
2012-12-17,18.2386,18.5845,18.4929,19.2467
2012-12-18,19.5968,19.7181,18.9566,19.4434
2012-12-19,19.8279,19.7737,18.962,19.5142
2012-12-20,18.9603,19.7757,19.425,19.1261
2012-12-21,18.8741,19.128,18.7895,18.713
2012-12-24,19.3845,18.8135,18.6262,19.3153
2012-12-26,18.7703,19.3691,18.9372,18.3676
2012-12-27,18.4317,18.6773,18.2467,18.749
2012-12-28,18.2394,18.8527,18.9077,18.7417
2012-12-31,18.4895,20.0213,19.03,19.3378
2013-01-02,20.1399,20.4117,19.4347,19.6723
2013-01-03,19.5759,20.0124,19.7549,19.7959
2013-01-04,20.0165,20.1851,19.1829,18.8911
2013-01-07,18.8509,19.8256,19.1,19.6393
2013-01-08,19.7373,19.1335,18.8647,18.9245
2013-01-09,19.0938,19.6151,18.8623,18.8739
2013-01-10,18.885,19.6047,18.5396,19.1743
2013-01-11,18.8306,18.8043,18.6817,18.68
2013-01-14,18.6617,18.706,17.941,18.7478
2013-01-15,18.5926,17.886,17.5354,18.1855
2013-01-16,17.7963,18.7864,18.0661,18.5412
2013-01-17,18.3686,19.1491,18.6761,18.8358
2013-01-18,18.5511,18.0973,18.3678,17.8901
2013-01-21,18.2751,18.1432,18.6017,18.1881
2013-01-22,18.1333,18.3444,18.3559,18.2054
2013-01-23,18.5147,19.0542,18.1877,18.4395
2013-01-24,16.7384,16.642,16.8228,16.738
2013-01-25,16.492,16.8802,15.8619,16.33
2013-01-28,16.3182,16.5642,15.891,16.8495
2013-01-29,17.1614,16.7139,16.7699,16.5548
2013-01-30,16.5305,16.8032,16.2853,16.531
2013-01-31,16.827,16.5627,16.6442,16.3967
2013-02-01,16.7071,16.92,16.4711,16.5785
2013-02-04,16.8236,16.9277,16.1657,15.872
2013-02-05,16.1872,16.8786,16.2964,16.9781
2013-02-06,16.5499,17.1078,16.1899,16.443
2013-02-07,16.6362,16.8696,16.6764,17.3686
2013-02-08,17.0241,17.3692,17.359,17.5292
2013-02-11,17.7077,17.6274,17.4785,17.7615
2013-02-12,17.7723,17.4572,17.0842,17.1131
2013-02-13,16.9153,17.1094,16.7427,17.0005
2013-02-14,16.73,17.1816,17.3327,17.0453
2013-02-15,16.8202,16.9843,17.1012,16.756
2013-02-18,17.509,16.9891,16.697,16.4752
2013-02-19,16.5006,17.2215,16.323,16.8132
2013-02-20,16.3926,16.7199,16.4998,16.6446
2013-02-21,16.5825,16.841,15.949,16.512
2013-02-22,16.5087,16.7308,16.51,16.5604
2013-02-25,16.4983,16.9546,16.4057,16.4434
2013-02-26,16.2937,16.2929,16.1424,16.7707
2013-02-27,16.3733,16.7455,16.0667,16.3611
2013-02-28,15.9623,16.6574,16.1904,15.9763
2013-03-01,15.7938,16.172,15.4347,16.0729
2013-03-04,15.663,15.9441,15.3494,15.1849
2013-03-05,15.3882,16.2208,15.4731,15.783
2013-03-06,15.6871,15.7493,15.5485,15.4564
2013-03-07,15.8842,15.4679,15.2527,15.718
2013-03-08,15.403,16.3049,15.4523,15.5109
2013-03-11,16.0445,16.1951,15.3075,16.3257
2013-03-12,15.9606,15.8819,15.5439,15.7456
2013-03-13,15.663,15.9456,15.2037,15.3987
2013-03-14,15.71,15.8144,15.6547,15.6454
2013-03-15,15.8099,15.9127,16.0209,16.514
2013-03-18,16.0261,17.0337,15.8404,16.9508
2013-03-19,16.5625,17.1752,16.1741,16.526
2013-03-20,16.6513,16.5078,16.1305,16.2261
2013-03-21,16.2683,16.3751,16.659,16.9326
2013-03-22,16.7946,17.2828,16.989,16.8924
2013-03-25,16.8,17.0188,17.0066,17.2735
2013-03-26,16.7069,17.345,17.0377,17.2135
2013-03-27,16.6678,16.4338,16.1266,16.8385
2013-03-28,16.6068,16.818,16.2932,16.4845
2013-03-29,16.5149,16.3518,16.2158,15.9582
2013-04-01,16.4974,16.5827,15.5675,15.3835
2013-04-02,15.9246,16.1379,15.4435,15.8826
2013-04-03,16.0844,16.2441,15.4263,16.0455
2013-04-04,16.0297,15.5607,15.862,15.7747
2013-04-05,15.4267,15.3923,15.6622,15.3484
2013-04-08,15.6894,15.9894,15.7285,15.814
2013-04-09,15.5016,15.7533,15.1151,15.9535
2013-04-10,15.6841,16.2312,15.4673,15.5675
2013-04-11,16.0005,15.6983,15.7,15.7978
2013-04-12,16.0679,15.5617,15.8933,15.38
2013-04-15,15.3934,15.8029,15.332,15.0051
2013-04-16,15.4319,15.8106,15.2626,15.7556
2013-04-17,15.4537,15.6855,14.8044,14.7256
2013-04-18,14.6014,14.651,14.5852,14.5936
2013-04-19,14.4834,14.7796,14.0109,14.0721
